no,veracity,content,source,sentiment,reply numbers,retweet numbers,likes numbers
212,1,Italy imposes nationwide travel restrictions in desperate bid to contain COVID-19,7.81E+18,2,0,5,8
213,1,Vatican City reports its first case of coronavirus days after Pope tested negative,2.44E+18,1,6,67,56
214,1,"Dog tests 'weak positive' for coronavirus in Hong Kong, first possible infection in pet",4.38E+18,3,6,67,56
215,1,"Japanese Prime Minister Shinzo Abe is asking all elementary, middle and high schools nationwide to close until late March to help control the spread of the new virus in the country",8.13E+18,2,2,2,1
216,1,Mark Blum: Madonna pays tribute to co-star after coronavirus death,7.48E+18,2,0,0,0
217,1,Terrence McNally: Playwright dies of coronavirus complications,2.65E+17,2,11,117,313
218,1,"New York City hospital staff seen wearing trash bags for protection, co-worker dies from coronavirus",1.40E+18,2,0,1,1
219,1,"China cashes in off coronavirus, selling Spain $467 million in supplies, some of them substandard",7.35E+18,3,1,2,4
220,1,Mark Cuban predicts 'we are truly going to see the best of capitalism' after coronavirus 'recession',2.10E+18,2,0,0,0
221,1,"Over 4 million New Yorkers  ?or 50 percent of the city's population  ?will get the coronavirus, Mayor de Blasio warned Wednesday",5.67E+18,2,2,3,10
222,1,Online ministries see record number of people turning to Jesus amid pandemic,8.43E+18,2,2,8,7
223,1,Medical facilities themselves could become hubs for transmission,1.35E+17,2,132,128,378
224,0,Coronavirus patients 'doing better' in testing with anti-malaria drug,4.81E+17,3,0,2,3
225,1,"NBA star Karl-Anthony Towns reveals mom is in medically induced coma, believes she has coronavirus",7.76E+18,2,0,0,0
226,0,No normally functioning economy if thousands of Americans die from coronavirus,5.89E+18,2,1,0,1
227,1,"Loss of taste, smell could be telltale sign of coronavirus",5.17E+18,2,0,6,6
228,0,"COVID-19 more contagious than SARS or MERS, can live on surfaces for up to 9 days",5.41E+18,3,0,0,0
229,1,Connecticut party of 50 guests became coronavirus 'super-spreading event',5.05E+18,3,0,0,1
230,1,Coronavirus deaths could exceed armed forces casualties in WWII,1.74E+18,3,9,18,27
231,0,"Coronavirus outbreak in US 'at best could be 10 times worse than bad flu season,' expert warns",2.67E+18,3,0,0,0
232,1,The British citizens trying to flee China,3.25E+18,2,0,0,0
233,1,Pakistan will not evacuate citizens from Wuhan,4.33E+18,2,5,15,47
234,0,"Trump says coronavirus outbreak is ""all under control"" and a ""very small problem"" in US",3.84E+18,1,291,940,1485
235,1,More airlines suspend flights to and from China amid coronavirus fears,2.95E+18,2,14,43,76
236,0,The coronavirus could cost China's economy $60 billion this quarter. Beijing will have to act fast to avert a bigger hit,4.82E+18,2,0,2,8
237,1,Desperate Chinese resort to using FRUIT as face masks,3.34E+18,3,1,0,9
238,1,French Asians hit back at racism with 'I am not a virus' hashtag,8.11E+18,3,3,5,9
239,1,China accused of lying over true scale of coronavirus,1.95E+18,3,0,6,4
240,1,Face masks sell out online and in shops across Britain as coronavirus panic,1.42E+18,3,4,17,20
241,1,Study of coronavirus in BATS sheds light on how the killer virus evolves,1.85E+18,2,38,123,133
242,1,China turned down US offer to send scientists to  fight coronavirus,4.42E+18,3,49,410,759
243,1,Bill Gates Predicted a Coronavirus-Like Outbreak in 2019 Netflix Documentary,2.72E+18,3,13,32,48
244,1,Johnson & Johnson is 'pretty confident' it can make a coronavirus vaccine,6.51E+18,2,12,47,85
245,1,US health experts hosted fictional coronavirus  pandemic simulation three months ago,7.69E+18,1,0,0,1
246,0,China use its status as a major superpower to pressure the World Health Organisation,6.79E+18,3,256,1348,2222
247,1,Chinese woman who 'bragged about cheating airport coronavirus screenings' tracked down in France,6.62E+18,3,0,2,0
248,1,Suspected coronavirus patient is wheeled out of a Chinese airport in a see-through quarantine box,5.43E+18,2,2,35,32
249,1,Satellite images show construction of Wuhan hospitals,7.92E+18,2,1,7,23
250,1,"Coronavirus fears sees taxi driver don hazmat suit, goggles to pick up passenger",5.37E+18,3,1,7,23
251,1,China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,3.63E+18,3,1,5,14
253,1,People are searching corona beer virus ?after confusing lager with coronavirus,5.20E+18,2,7,60,131
254,1,China Open postponed due to coronavirus will have huge impact on World Championship seeding and qualification,5.84E+18,3,0,0,0
255,1,France's Pasteur Institute Foundation hoping to develop coronavirus vaccine,3.36E+18,3,0,0,0
256,1,"Coronavirus: top Hong Kong medical school flouts health guidelines as it lets staff working on mainland to skip quarantine ""Coronavirus: Lawmaker, local factory team for reusable, antibacterial masks, though efficacy against viruses unknown""",3.92E+18,3,3,11,10
257,0,"Coronavirus: number of cases in Hong Kong could jump almost 2,000 per cent in next two weeks, scientist predicts",6.43E+18,3,3,22,35
258,1,Hongkongers ?online orders for masks cancelled as overseas suppliers report shortages,6.82E+18,2,0,0,0
259,1,China's unemployment risks surge as service providers bear the brunt of coronavirus outbreak,8.99E+18,3,1,8,10
260,0,India's homeopathic sure ?for coronavirus  mmature and irresponsible ?,6.08E+18,2,3,62,184
261,1,Tens of millions of masks on way to Hong Kong and prisoners will work around the clock to make more as city confirms its 12th case,8.26E+18,2,0,0,0
262,1,"Tensions high as thousands queue in Hong Kong desperate for masks, many leaving empty-handed",6.55E+18,2,0,0,0
263,1,The Hongkongers whose livelihoods depend on being able to cross the border,3.27E+18,2,1,8,9
264,1,Chinese health experts warn patients can get reinfected,2.72E+18,3,3,15,11
265,1,"""Hong Kong unemployment rate expected to hit 2003 levels at up to 5 per cent under Sars, as Wuhan coronavirus deals new blow to protest-hit economy and tourism""",1.42E+18,2,2,12,19
266,1,Canadian coronavirus profiteers run rampant as Vancouver donates thousands of N95 medical masks to Wuhan,4.12E+18,3,2,7,13
267,0,Wilbur Ross says coronavirus could bring jobs back to the US from China,2.77E+18,1,6,29,89
268,0,Demand for face masks surges amid short supply in Hong Kong as government denies accusation it stockpiled safety gear for internal use,5.27E+18,3,0,11,12
270,1,Outbreaks of xenophobia in west as coronavirus spreads,5.29E+18,2,38,105,172
271,1,Hongkongers take no chances with deadly coronavirus,9.05E+18,2,0,0,0
272,1,The Coronavirus Is Now Infecting People Who Haven't Traveled to China,1.22E+18,2,0,0,0
273,1,Thousands on virus lockdown at China-backed plant in Indonesia,3.09E+18,2,0,0,0
274,0,The coronavirus could cost China's economy $60 billion,7.25E+18,2,0,1,5
275,1,"Alibaba billionaire Jack Ma, China&#39;s richest man, pledged $14.5 million to fight the coronavirus",2.09E+18,1,3,63,136
276,1,The outbreaks of both the Wuhan coronavirus and SARS likely started in Chinese wet markets,5.42E+18,2,21,57,37
277,1,"As the coronavirus spreads, fear is fueling racism and xenophobia",4.60E+18,3,0,0,0
278,1,Asian students at Arizona State University say they&#39;re being treated differently after a case of the Wuhan coronavirus was confirmed there,3.51E+18,3,3,12,7
279,1,"The Wuhan coronavirus seems to have a low fatality rate, and most patients make full recoveries",3.32E+18,2,0,6,15
280,1,Anti-China sentiment spreads abroad along with coronavirus,2.63E+18,1,19,60,67
281,0,Pasteur Institute eyes coronavirus vaccine in 2021,3.06E+18,2,0,1,1
282,1,China  s covering up number of dead ?says teacher stranded in Wuhan,7.57E+18,3,0,0,0
283,1,Coronavirus Has Europe Treating Chinese People Like the Plague,8.00E+17,3,1,7,5
284,1,Coronavirus Seems to Be Striking More Adults Than Kids,8.97E+18,3,0,2,0
285,1,China says U.S. move to raise travel warning is inappropriate,9.10E+18,3,60,46,64
286,0,CDC director says risk to U.S. public from coronavirus is low,3.64E+18,3,17,43,88
287,1,Nearly 200 Americans airlifted from China placed under coronavirus quarantine,3.22E+16,2,2,26,38
288,0,Trump: Coronavirus will have very good ending for us,9.86E+16,1,0,2,5
289,1,Mark Mobius says investors should look to emerging markets virus impact will be 'temporary',5.11E+18,2,0,0,3
290,0,"Wuhan doctors beaten up, overworked, under supplied",6.90E+18,1,5,49,58
291,1,"The shunned: People from virus-hit city tracked, quarantined",7.83E+18,2,0,0,0
292,1,China is using drones to scold people for going outside and not wearing masks amid the coronavirus outbreak,7.25E+18,3,6,22,33
293,1,"If the China coronavirus doesn't get you in Malaysia, fake, racist news about it might",4.79E+17,2,0,1,2
294,1,"German air force evacuates citizens from Wuhan; gives China 10,000 protective suits",3.09E+18,2,4,60,144
295,1,"As Wuhan Coronavirus Drags on Chinese Markets, the World Economy Braces for a Slowdown",1.93E+18,3,0,0,0
296,1,Chinese locked down in coronavirus epicentre Wuhan fight despair and boredom with humour,2.54E+18,3,1,10,8
297,1,Researchers make strides in race to create coronavirus vaccine,7.89E+18,2,4,19,23
298,1,Chinese residents   Ζrdered to cull pets amid fears they may spread coronavirus ?,8.07E+18,3,4,19,23
299,1,Hong Kong parents demand government cover tuition fees for coronavirus-cancelled classes,5.19E+18,2,0,0,0
300,1,China slams Trump's coronavirus travel limits: 'Not a gesture of goodwill',2.33E+18,3,330,361,1535
301,1,Chinese man busted paddling wooden tub across Yangtze River to escape virus lockdown,3.73E+17,3,3,16,15
302,0,Coronavirus lurking in feces may reveal hidden risk of spread,7.94E+18,3,3,17,14
303,1,Anger over the Wuhan virus is sparking pushback against censorship,1.73E+17,1,0,0,0
304,1,The coronavirus is just starting to have an impact on the globe's economy and politics,3.99E+18,2,1,23,27
305,1,Investors rush into biotechs working on coronavirus vaccine,3.94E+18,2,0,1,0
306,1,Coronavirus  s being weaponised as a way to be openly racist ?,5.89E+18,3,35,49,85
307,1,Muscled-up Chinese cosplayer puts her fantasy costumes aside to help fight against coronavirus,9.05E+18,2,3,16,47
308,1,X-rays show effect qwertyu killer virus had on 33-year-old's vital organs,7.20E+18,1,0,0,0
309,1,UC Berkeley faces backlash after stating 'xenophobia' is 'common' or 'normal' reaction to coronavirus,6.08E+18,1,0,3,11
310,1,Wuhan woman screams as Chinese authorities barricade her inside own home,9.06E+18,1,0,0,1
311,0,"""Coronavirus may have sprung from 'perfect mixing pot,' infectious disease doctor says""",7.35E+16,2,0,0,1
312,1,China says Wuhan coronavirus victims who die should be quickly cremated without funerals as death toll rises,9.19E+18,3,0,0,0
313,1,Local Red Cross under fire over China coronavirus donation mess,7.52E+18,2,1,26,39
314,1,China to inject US$174 billion of liquidity into markets amid new coronavirus outbreak,6.96E+18,3,2,4,2
315,1,China's reaction to the coronavirus violates human rights,7.48E+18,3,50,840,853
316,0,China hit by second deadly virus as bird flu strikes near coronavirus city,9.14E+18,3,0,1,1
317,0,"""Cocktail of flu, HIV drugs may help fight Coronavirus, say Thai doctors""",2.37E+18,2,34,473,420
318,0,Coronavirus could be   eath blow ?for many of China's small manufacturers if not under control by April,4.65E+18,3,1,25,40
319,1,China to subsidize interest payments for some firms hit by virus outbreak - state media,6.10E+18,3,0,0,0
320,1,Number of deaths from Wuhan coronavirus overtakes SARS in China,7.67E+18,2,0,1,2
321,1,"Shut out of WHO, Taiwan faces flight bans, update delays in virus crisis",6.01E+18,2,0,0,0
322,0,"China says U.S. creating, spreading fear after virus outbreak",4.61E+18,3,1,18,19
323,1,China starts clinical trials for new antiviral drug to treat coronavirus,8.11E+18,3,1,11,4
324,1,"Not one but four tests later, Chinese man finally confirmed with coronavirus",8.34E+18,2,0,25,21
325,1,China accuses U.S. of scaremongerng over coronavirus,1.47E+18,3,72,65,110
326,1,China orders families of coronavirus victims to cremate them,6.27E+18,3,9,81,145
327,1,China's Xi says coronavirus control the most important task,6.01E+18,3,25,44,85
328,1,"In virus-stricken Wuhan, animal lovers break into homes to save pets",6.76E+18,1,12,82,121
329,1,Coronavirus tally in epicentre Wuhan may be   Αust the tip of the iceberg ?,8.49E+18,3,1,44,36
330,1,Chinese military takes control of medical supplies in Wuhan,1.86E+17,3,2,22,18
